Stethoscope	ECG
0.0289917	-0.0161743
0.000610352	-0.0131226
-0.0292969	-0.0112915
-0.0656128	-0.0100708
-0.0775146	-0.00915527
-0.0515747	-0.00854492
0.00518799	-0.00732422
0.043335	-0.00579834
0.0360107	-0.00488281
0.0317383	-0.00366211
0.0314331	-0.00152588
0.038147	0.000915527
0.0222778	0.00335693
-0.0143433	0.00579834
-0.0186157	0.00946045
-0.032959	0.0137329
-0.0393677	0.017395
-0.0485229	0.0198364
-0.0442505	0.0216675
-0.0109863	0.0241089
0.0109863	0.0268555
0.0512695	0.0289917
0.0796509	0.0305176
0.0622559	0.0302124
0.0253296	0.0283813
-0.0198364	0.0244141
-0.0390625	0.020752
-0.0497437	0.0177002
-0.0524902	0.0146484
-0.00701904	0.0106812
0.0534058	0.00457764
0.0872803	-0.00213623
0.0778198	-0.00915527
0.0146484	-0.0164795
-0.0439453	-0.0228882
-0.0909424	-0.0289917
-0.114441	-0.0354004
-0.104065	-0.0424194
-0.0765991	-0.0509644
-0.00671387	-0.06073
0.0582886	-0.0701904
0.101318	-0.0787354
0.109863	-0.085144
0.0866699	-0.0906372
0.0708008	-0.0958252
0.0344849	-0.100708
-0.00946045	-0.105286
-0.062561	-0.109253
-0.0991821	-0.11322
-0.0930786	-0.116577
-0.0601196	-0.119934
-0.00274658	-0.123291
0.0241089	-0.126038
0.0292969	-0.128479
0.0210571	-0.13092
0.000915527	-0.133057
0.0222778	-0.133667
0.0488281	-0.133057
0.071106	-0.13031
0.0701904	-0.126343
0.0231934	-0.123291
-0.0234985	-0.121155
-0.0674438	-0.119019
-0.0744629	-0.115967
-0.0549316	-0.112305
-0.0418091	-0.108948
-0.0527954	-0.108643
-0.0695801	-0.110474
-0.0653076	-0.11261
-0.0112915	-0.112915
0.0473022	-0.11261
0.083313	-0.11261
0.106201	-0.11322
0.104675	-0.113831
0.0823975	-0.113831
0.0424194	-0.11261
-0.00518799	-0.110779
-0.0741577	-0.109253
-0.116577	-0.108337
-0.128784	-0.108032
-0.0802612	-0.107727
0.0305176	-0.107422
0.109253	-0.107117
0.129089	-0.106506
0.0753784	-0.105286
-0.00640869	-0.104065
-0.0595093	-0.102844
-0.0735474	-0.101318
-0.0561523	-0.100098
-0.0344849	-0.0979614
0.0149536	-0.09552
0.0421143	-0.0930786
0.0686646	-0.090332
0.057373	-0.0881958
0.012207	-0.0869751
-0.0222778	-0.0866699
-0.0473022	-0.0866699
-0.0537109	-0.0869751
-0.0469971	-0.0866699
-0.0210571	-0.0854492
-0.0106812	-0.0854492
0.0137329	-0.0869751
0.0405884	-0.0897217
0.0234985	-0.0918579
0.0158691	-0.0921631
-0.0195313	-0.0918579
-0.0195313	-0.0918579
-0.0231934	-0.0921631
-0.0100708	-0.0921631
0.00793457	-0.0915527
0.0228882	-0.0906372
0.0476074	-0.0894165
0.0292969	-0.0872803
0.0335693	-0.0854492
0.0125122	-0.0842285
0.0012207	-0.0839233
-0.0112915	-0.0848389
-0.0369263	-0.0869751
-0.0219727	-0.0888062
-0.0286865	-0.0894165
-0.0210571	-0.0900269
-0.0408936	-0.0921631
-0.0421143	-0.09552
-0.0247192	-0.0982666
0.00427246	-0.0997925
0.0592041	-0.0991821
0.0747681	-0.0973511
0.0656128	-0.0952148
0.0177002	-0.093689
-0.0088501	-0.0921631
-0.0222778	-0.0912476
-0.0369263	-0.0918579
-0.0567627	-0.0930786
-0.0613403	-0.0927734
-0.0390625	-0.0921631
-0.000305176	-0.0921631
0.0247192	-0.0927734
0.0390625	-0.0927734
0.0387573	-0.0927734
0.0436401	-0.0924683
0.0250244	-0.0915527
0.00274658	-0.090332
-0.0146484	-0.0888062
-0.0363159	-0.0863647
-0.0158691	-0.0836182
-0.0286865	-0.0823975
-0.00396729	-0.0830078
0.0112915	-0.0839233
0.0192261	-0.0836182
0.0357056	-0.0830078
0.00915527	-0.0830078
0.00183105	-0.0842285
-0.0131226	-0.0863647
-0.0106812	-0.0897217
-0.00488281	-0.093689
0.00610352	-0.0973511
-0.000610352	-0.101013
0.00488281	-0.10498
0.00213623	-0.107727
0.00640869	-0.108948
0.0186157	-0.109253
-0.00518799	-0.108032
0.00671387	-0.105591
-0.0088501	-0.102234
-0.0238037	-0.0991821
-0.0204468	-0.0958252
-0.027771	-0.0924683
-0.00427246	-0.0891113
0.00762939	-0.0872803
0.000610352	-0.0869751
0.000305176	-0.0875854
0.0100708	-0.0881958
0.00183105	-0.088501
0.00854492	-0.0900269
-0.000610352	-0.0930786
-0.00518799	-0.0970459
0.0192261	-0.100708
-0.00457764	-0.102539
-0.0177002	-0.103149
-0.0216675	-0.102844
-0.0158691	-0.101624
0.0405884	-0.100403
0.0463867	-0.0991821
0.020752	-0.0982666
0.0201416	-0.0970459
-0.0106812	-0.0952148
-0.0164795	-0.0927734
-0.0299072	-0.0912476
-0.062561	-0.0915527
-0.0497437	-0.093689
-0.0280762	-0.0961304
-0.00274658	-0.0970459
0.0411987	-0.0961304
0.0457764	-0.0942993
0.0515747	-0.0921631
0.0650024	-0.088501
0.0134277	-0.0830078
-0.0210571	-0.0750732
-0.03479	-0.0653076
-0.0390625	-0.0546265
-0.0125122	-0.0442505
-0.0152588	-0.0350952
-0.0289917	-0.0265503
-0.0186157	-0.0189209
-0.012207	-0.0106812
0.000305176	-0.00213623
0.0360107	0.00579834
0.0366211	0.0134277
0.0372314	0.0219727
0.0387573	0.0311279
0.0198364	0.0418091
0.0222778	0.0561523
-0.00701904	0.0717163
-0.0436401	0.0878906
-0.0500488	0.104065
-0.0552368	0.118713
-0.0463867	0.13092
-0.0238037	0.138245
-0.0286865	0.140381
-0.0143433	0.13855
0.020752	0.133057
0.0238037	0.125122
0.0515747	0.114136
0.0695801	0.100403
0.0695801	0.0854492
0.0704956	0.0692749
0.0241089	0.0531006
-0.0216675	0.0360107
-0.0488281	0.0186157
-0.0860596	0.00213623
-0.085144	-0.0137329
-0.0494385	-0.0305176
-0.0216675	-0.0479126
0.0259399	-0.0643921
0.0408936	-0.0793457
0.0302124	-0.0933838
0.0402832	-0.106201
0.0228882	-0.116882
0.0140381	-0.125122
0.0100708	-0.13031
-0.0146484	-0.132446
-0.00732422	-0.132446
0.00946045	-0.13092
0.00244141	-0.129395
0.00213623	-0.130005
-0.017395	-0.132141
-0.0387573	-0.135803
-0.0292969	-0.141296
-0.0228882	-0.149536
-0.0088501	-0.162048
0.00854492	-0.177917
0.0112915	-0.193481
0.0158691	-0.203857
-0.00305176	-0.207214
-0.0119019	-0.201721
0.017395	-0.184937
0.0393677	-0.153809
0.0204468	-0.107117
-0.0244141	-0.0427246
-0.0341797	0.0387573
-0.000610352	0.136414
0.0305176	0.249634
0.0286865	0.376282
0.000915527	0.509644
-0.0115967	0.6427
-0.00732422	0.768433
-0.00579834	0.879211
0.00152588	0.966187
0.0140381	1.02203
0.010376	1.04004
0.0112915	1.01563
0.0106812	0.94696
-0.0140381	0.837708
-0.0473022	0.696106
-0.0863647	0.534973
-0.0994873	0.367737
-0.0582886	0.205994
-0.0158691	0.0601196
0.0195313	-0.0610352
0.0775146	-0.151367
0.134583	-0.209045
0.149536	-0.236206
0.114746	-0.238647
0.0222778	-0.222778
-0.0695801	-0.196533
-0.0927734	-0.167542
-0.0427246	-0.142822
0.0265503	-0.125732
0.045166	-0.115967
-0.0271606	-0.113525
-0.126953	-0.117798
-0.166931	-0.126343
-0.134583	-0.135193
-0.0170898	-0.142212
0.138245	-0.14679
0.223083	-0.148621
0.236511	-0.148926
0.176086	-0.148315
0.0363159	-0.147705
-0.118408	-0.145874
-0.266113	-0.144348
-0.342102	-0.143127
-0.26886	-0.141907
-0.118713	-0.140686
0.0286865	-0.140686
0.158386	-0.142822
0.246277	-0.146484
0.293579	-0.149841
0.307922	-0.150452
0.256348	-0.148926
0.12085	-0.147095
-0.0592041	-0.146484
-0.252991	-0.145874
-0.389099	-0.144653
-0.410767	-0.140076
-0.32135	-0.133972
-0.157471	-0.128784
0.0265503	-0.125732
0.166016	-0.123596
0.248108	-0.12207
0.294189	-0.120544
0.263977	-0.119324
0.194702	-0.118103
0.108337	-0.117493
-0.0106812	-0.117188
-0.0775146	-0.117493
-0.108643	-0.118408
-0.133667	-0.120239
-0.13031	-0.12146
-0.111084	-0.12085
-0.0634766	-0.119629
-0.000610352	-0.118103
0.0387573	-0.116272
0.055542	-0.113831
0.0628662	-0.111389
0.0515747	-0.108948
0.0491333	-0.106506
0.0222778	-0.102844
-0.012207	-0.0982666
-0.0512695	-0.0939941
-0.0799561	-0.0909424
-0.0927734	-0.0894165
-0.102844	-0.0888062
-0.0692749	-0.0888062
-0.0296021	-0.0881958
0.0378418	-0.0875854
0.0637817	-0.0869751
0.0778198	-0.0863647
0.0823975	-0.0860596
0.0857544	-0.085144
0.0808716	-0.0836182
0.0653076	-0.0817871
0.0326538	-0.0796509
-0.00640869	-0.0784302
-0.0613403	-0.0769043
-0.102234	-0.0738525
-0.135803	-0.0704956
-0.110779	-0.0680542
-0.0708008	-0.0662231
-0.0137329	-0.0640869
0.0338745	-0.0604248
0.0704956	-0.0558472
0.0891113	-0.0518799
0.0842285	-0.0494385
0.0796509	-0.0466919
0.0881958	-0.0436401
0.0778198	-0.0408936
0.0350952	-0.0366211
-0.038147	-0.0320435
-0.0796509	-0.0289917
-0.103455	-0.0262451
-0.108643	-0.0231934
-0.101929	-0.0195313
-0.0823975	-0.0152588
-0.0292969	-0.0115967
0.0192261	-0.00854492
0.0494385	-0.00610352
0.0674438	-0.00457764
0.062561	-0.00335693
0.0430298	-0.00244141
0.0396729	-0.000915527
0.0341797	0.000305176
0.0238037	0.00213623
0.00274658	0.00396729
-0.0262451	0.00579834
-0.0238037	0.00762939
-0.0125122	0.00915527
-0.00793457	0.0106812
-0.0183105	0.012207
-0.0479126	0.0128174
-0.0598145	0.012207
-0.0506592	0.00915527
-0.000915527	0.00488281
0.0436401	-0.000305176
0.0714111	-0.00457764
0.0592041	-0.00671387
0.0445557	-0.00640869
0.0344849	-0.00488281
0.0106812	-0.00366211
-0.0180054	-0.00274658
-0.03479	-0.00183105
-0.0384521	-0.0012207
-0.0421143	-0.00152588
-0.0375366	-0.00488281
-0.010376	-0.0119019
0.0125122	-0.0213623
0.0128174	-0.0317383
-0.0137329	-0.0424194
-0.0320435	-0.0527954
-0.0167847	-0.0616455
0.00518799	-0.0692749
0.0183105	-0.0759888
0.039978	-0.0802612
0.0457764	-0.0827026
0.0375366	-0.0842285
0.0164795	-0.0854492
-0.000305176	-0.0878906
-0.00793457	-0.0915527
-0.0143433	-0.09552
-0.0192261	-0.100403
-0.0167847	-0.105896
-0.00305176	-0.111694
0.000915527	-0.117798
-0.0198364	-0.123291
-0.0326538	-0.126953
-0.0442505	-0.130005
-0.0338745	-0.131531
-0.00946045	-0.132141
0.0106812	-0.133057
0.0372314	-0.133972
0.0527954	-0.134277
0.0457764	-0.132751
0.0439453	-0.1297
0.0302124	-0.126038
0.0186157	-0.122681
0.00579834	-0.119629
-0.0088501	-0.116577
-0.012207	-0.11322
-0.0210571	-0.110168
-0.0585938	-0.108337
-0.110168	-0.107422
-0.100098	-0.106812
-0.0338745	-0.105591
0.020752	-0.105286
0.0311279	-0.106812
0.0933838	-0.108643
0.196838	-0.109558
0.0924683	-0.109863
-0.180969	-0.109558
-0.319519	-0.108948
-0.133057	-0.107727
0.18158	-0.105591
0.315552	-0.10437
0.21698	-0.10437
0.0686646	-0.105286
-0.0186157	-0.106506
-0.0665283	-0.107117
-0.124817	-0.107727
-0.157776	-0.109558
-0.144348	-0.112915
-0.0878906	-0.115662
-0.00946045	-0.116882
0.0637817	-0.115662
0.115356	-0.112915
0.103149	-0.109253
0.0637817	-0.105591
-0.0106812	-0.101013
-0.0735474	-0.0961304
-0.0942993	-0.0924683
-0.0701904	-0.0900269
-0.00366211	-0.0881958
0.0427246	-0.0866699
0.0695801	-0.0860596
0.0598145	-0.085144
0.0341797	-0.0848389
0.0012207	-0.0857544
-0.045166	-0.0872803
-0.0579834	-0.0878906
-0.0567627	-0.0866699
-0.0280762	-0.0848389
-0.000305176	-0.083313
0.0210571	-0.0820923
0.0527954	-0.0802612
0.0704956	-0.0772095
0.0750732	-0.0735474
0.0634766	-0.071106
0.0213623	-0.0698853
-0.0296021	-0.0689697
-0.0637817	-0.0674438
-0.0790405	-0.0662231
-0.0643921	-0.065918
-0.0643921	-0.0671387
-0.0476074	-0.0708008
-0.0106812	-0.0759888
0.043335	-0.0808716
0.0650024	-0.083313
0.0561523	-0.0848389
0.0369263	-0.0869751
0.0283813	-0.0881958
0.0302124	-0.0878906
0.0350952	-0.0857544
0.0241089	-0.083313
0.00488281	-0.0799561
-0.0424194	-0.0775146
-0.0866699	-0.0765991
-0.0967407	-0.0756836
-0.0991821	-0.0750732
-0.0823975	-0.0747681
-0.0305176	-0.0753784
0.0314331	-0.0759888
0.0866699	-0.0765991
0.110474	-0.0769043
0.119324	-0.0762939
0.078125	-0.0753784
0.0238037	-0.0738525
-0.00823975	-0.0720215
-0.0299072	-0.0704956
-0.0439453	-0.0708008
-0.0772095	-0.0717163
-0.0756836	-0.0732422
-0.071106	-0.0753784
-0.0686646	-0.0784302
-0.0405884	-0.0814819
0.0167847	-0.0827026
0.0671387	-0.0830078
0.0927734	-0.0830078
0.0946045	-0.0830078
0.0994873	-0.0820923
0.0863647	-0.0802612
0.0250244	-0.0784302
-0.0390625	-0.0769043
-0.0665283	-0.0765991
-0.0653076	-0.0775146
-0.0909424	-0.0793457
-0.093689	-0.0823975
-0.0430298	-0.0857544
0.0238037	-0.0891113
0.0445557	-0.0921631
0.0271606	-0.093689
0.038147	-0.093689
0.0531006	-0.0912476
0.0378418	-0.0878906
0.00213623	-0.0848389
-0.0186157	-0.0811768
-0.00183105	-0.0769043
-0.0149536	-0.0735474
-0.03479	-0.0708008
-0.0469971	-0.0686646
-0.0143433	-0.0674438
-0.0137329	-0.0683594
-0.0186157	-0.0698853
-0.0140381	-0.0714111
0.0311279	-0.0726318
0.0201416	-0.0732422
0.00244141	-0.0735474
-0.010376	-0.0744629
0.017395	-0.0753784
0.00305176	-0.0769043
-0.0134277	-0.0799561
0.0131226	-0.0823975
0.0778198	-0.083313
0.0671387	-0.0820923
0.00915527	-0.0805664
-0.0344849	-0.0793457
-0.032959	-0.0787354
-0.0527954	-0.0787354
-0.0796509	-0.0784302
-0.0799561	-0.0778198
-0.0137329	-0.0769043
0.0350952	-0.0762939
0.0497437	-0.0762939
0.0631714	-0.0762939
0.085144	-0.0756836
0.0668335	-0.0732422
0.0170898	-0.0686646
-0.0177002	-0.0616455
-0.0283813	-0.0518799
-0.0350952	-0.0396729
-0.0540161	-0.0274658
-0.0527954	-0.0158691
-0.0314331	-0.00579834
-0.0131226	0.00213623
0.000610352	0.00701904
0.00335693	0.010376
0.00671387	0.0134277
0.00579834	0.0170898
0.00915527	0.0222778
0.00762939	0.0289917
0.0201416	0.0366211
0.0338745	0.0473022
0.032959	0.0616455
0.0088501	0.0778198
0.000610352	0.0939941
0.00427246	0.108337
-0.0201416	0.120239
-0.0582886	0.130005
-0.0546265	0.136108
-0.022583	0.137634
-0.0372314	0.135193
-0.0479126	0.1297
0.000305176	0.12207
0.072937	0.11261
0.0772095	0.101013
0.0686646	0.0866699
0.0668335	0.0689697
0.0488281	0.0491333
-0.0256348	0.0283813
-0.0500488	0.00762939
-0.0497437	-0.0140381
-0.00549316	-0.0354004
-0.00274658	-0.0552368
-0.0177002	-0.0726318
-0.0375366	-0.0878906
-0.0234985	-0.101013
-0.015564	-0.110474
-0.0167847	-0.116577
-0.00396729	-0.119629
0.0241089	-0.12146
0.0149536	-0.12207
-0.00976563	-0.122375
0.0112915	-0.123291
0.0543213	-0.124817
0.038147	-0.126953
-0.00579834	-0.128479
-0.0219727	-0.130615
-0.0222778	-0.134277
-0.020752	-0.13855
-0.0317383	-0.143738
-0.0125122	-0.150452
0.00946045	-0.158691
0.0305176	-0.166016
0.0210571	-0.169678
0.0186157	-0.166931
0.0378418	-0.15564
0.0445557	-0.133972
0.00213623	-0.0994873
-0.0189209	-0.0518799
-0.0283813	0.00915527
-0.0579834	0.085144
-0.108643	0.175476
-0.0805664	0.278625
-0.015564	0.392761
0.0491333	0.511475
0.0854492	0.626831
0.105591	0.733032
0.072937	0.823975
0.0143433	0.892944
-0.0216675	0.933228
-0.0296021	0.941162
-0.0289917	0.914001
-0.0268555	0.851746
-0.0317383	0.756836
-0.0473022	0.634155
-0.0588989	0.493469
-0.039978	0.34729
-0.00976563	0.205383
0.0292969	0.0762939
0.0756836	-0.0320435
0.112915	-0.116272
0.128479	-0.174255
0.0860596	-0.206299
0.0131226	-0.215454
-0.09552	-0.206909
-0.209656	-0.187378
-0.257568	-0.16449
-0.14801	-0.142212
0.0393677	-0.123901
0.195618	-0.111389
0.176697	-0.105591
0.0497437	-0.105896
-0.0543213	-0.110168
-0.0372314	-0.117188
0.0418091	-0.124512
0.160828	-0.13031
0.256348	-0.134277
0.299988	-0.136414
0.198975	-0.137939
-0.0280762	-0.140076
-0.341797	-0.141602
-0.615845	-0.140381
-0.722656	-0.137939
-0.578918	-0.135498
-0.275879	-0.133057
0.0762939	-0.130615
0.413513	-0.129089
0.653992	-0.128479
0.735779	-0.127869
0.646973	-0.125732
0.436707	-0.122986
0.149536	-0.120544
-0.121155	-0.119019
-0.320129	-0.119934
-0.435181	-0.122681
-0.501099	-0.124817
-0.484009	-0.125732
-0.386658	-0.125427
-0.201721	-0.125122
-0.0265503	-0.125122
0.13855	-0.124817
0.229797	-0.124817
0.274048	-0.124207
0.255737	-0.123291
0.223694	-0.122681
0.157776	-0.121155
0.124512	-0.118103
0.0680542	-0.114441
0.0115967	-0.111694
-0.0473022	-0.108643
-0.0653076	-0.105896
-0.107727	-0.10376
-0.119934	-0.102234
-0.131226	-0.101013
-0.0958252	-0.0994873
-0.038147	-0.0979614
0.0415039	-0.0961304
0.0613403	-0.0949097
0.0286865	-0.093689
-0.0494385	-0.0918579
-0.0634766	-0.088501
-0.0302124	-0.083313
0.0289917	-0.0775146
0.0500488	-0.072937
0.0469971	-0.0708008
-0.00640869	-0.0708008
-0.0494385	-0.0726318
-0.0714111	-0.0753784
-0.0534058	-0.0784302
-0.0372314	-0.0811768
0.000305176	-0.0839233
0.0302124	-0.0863647
0.0665283	-0.0878906
0.088501	-0.0875854
0.0769043	-0.0845337
0.0366211	-0.0790405
0.00762939	-0.0723267
0.0112915	-0.0662231
-0.0012207	-0.0610352
-0.0164795	-0.0570679
-0.0326538	-0.0531006
-0.0180054	-0.0494385
-0.00854492	-0.0479126
-0.0241089	-0.0479126
-0.0674438	-0.0488281
-0.0570679	-0.0506592
-0.0466919	-0.0524902
0.00671387	-0.0521851
0.0393677	-0.0500488
0.0970459	-0.0476074
0.102539	-0.0469971
0.0927734	-0.0473022
0.0436401	-0.045166
0.0241089	-0.0402832
-0.0485229	-0.0335693
-0.0289917	-0.0265503
-0.00213623	-0.0201416
-0.0180054	-0.0140381
-0.133667	-0.0088501
-0.195313	-0.00427246
-0.173035	-0.000305176
-0.0436401	0.00274658
0.0613403	0.00457764
0.12146	0.00488281
0.1297	0.00366211
0.141907	0.00183105
0.111389	0
0.0756836	-0.0012207
0.022583	-0.00213623
-0.03479	-0.00244141
-0.0909424	-0.00213623
-0.100403	0
-0.0958252	0.00213623
-0.0866699	0.00457764
-0.0582886	0.00732422
-0.0247192	0.00976563
-0.012207	0.0109863
-0.00457764	0.0109863
0.0439453	0.010376
0.0537109	0.010376
0.0613403	0.0100708
0.0524902	0.00946045
0.067749	0.00793457
0.0512695	0.00518799
0.0665283	0.00213623
0.0430298	-0.00213623
0.00213623	-0.00701904
-0.0283813	-0.0125122
-0.0445557	-0.0189209
-0.067749	-0.0253296
-0.0708008	-0.0320435
-0.0436401	-0.0390625
-0.0268555	-0.0457764
-0.0152588	-0.0531006
0.00640869	-0.0601196
0.00335693	-0.0662231
0	-0.072937
-0.0250244	-0.0796509
0.0012207	-0.0857544
-0.00183105	-0.0915527
0.0265503	-0.0970459
0.0354004	-0.102539
0.0515747	-0.106812
0.0567627	-0.109253
0.0466919	-0.110168
0.0286865	-0.109253
-0.0164795	-0.107117
-0.00335693	-0.104065
-0.0247192	-0.101013
-0.0491333	-0.098877
-0.0744629	-0.0982666
-0.0311279	-0.100098
0.00915527	-0.10437
0.0369263	-0.110474
0.0827026	-0.115662
0.0790405	-0.119324
0.0439453	-0.122681
-0.0473022	-0.126038
-0.172424	-0.128479
-0.305176	-0.129089
-0.303345	-0.128174
-0.1297	-0.126343
0.0668335	-0.123291
0.21759	-0.118713
0.262451	-0.112915
0.265808	-0.108337
0.233765	-0.105286
0.206909	-0.104065
0.122681	-0.104065
-0.0280762	-0.104065
-0.167236	-0.10376
-0.234375	-0.102844
-0.19989	-0.101013
-0.118408	-0.0997925
-0.0213623	-0.100403
0.0106812	-0.101013
-0.00762939	-0.101624
-0.00823975	-0.101318
0.012207	-0.100403
0.0299072	-0.0994873
0.0268555	-0.0991821
0.0253296	-0.100098
0.020752	-0.101624
0.015564	-0.102539
0.0289917	-0.102844
0.022583	-0.102539
-0.000915527	-0.101318
-0.0357056	-0.098877
-0.0384521	-0.0958252
-0.039978	-0.0924683
-0.0195313	-0.0894165
-0.00183105	-0.0872803
0.0112915	-0.0854492
0.0268555	-0.0836182
0.03479	-0.0811768
0.0488281	-0.0790405
0.0372314	-0.0787354
0.0161743	-0.0805664
0.00732422	-0.0827026
0.00213623	-0.0827026
0.00518799	-0.0808716
-0.0262451	-0.0790405
-0.0466919	-0.078125
-0.0604248	-0.0772095
-0.0408936	-0.0765991
-0.0323486	-0.0769043
-0.0115967	-0.0772095
0.0299072	-0.078125
0.0653076	-0.0784302
0.0817871	-0.0787354
0.071106	-0.0793457
0.0357056	-0.0790405
-0.0283813	-0.0778198
-0.0714111	-0.0762939
-0.0750732	-0.0756836
-0.0640869	-0.0753784
-0.0537109	-0.0747681
-0.0411987	-0.0741577
-0.0128174	-0.0738525
0.015564	-0.0747681
0.0463867	-0.0765991
0.0704956	-0.0793457
0.0738525	-0.0820923
0.0512695	-0.0848389
-0.00244141	-0.0881958
-0.0341797	-0.0915527
-0.0463867	-0.093689
-0.0280762	-0.0949097
-0.0396729	-0.0958252
-0.017395	-0.0958252
-0.000610352	-0.0942993
0.0317383	-0.0924683
0.0195313	-0.0915527
0.0427246	-0.0909424
0.0442505	-0.0894165
0.0469971	-0.0863647
-0.00244141	-0.0830078
-0.0189209	-0.0802612
-0.0308228	-0.0787354
-0.020752	-0.078125
-0.0390625	-0.0775146
-0.0543213	-0.0762939
-0.0619507	-0.0747681
-0.0430298	-0.072937
-0.0250244	-0.0723267
0.0115967	-0.0732422
0.043335	-0.0753784
0.0793457	-0.0775146
0.083313	-0.0790405
0.0698853	-0.0799561
0.0488281	-0.0814819
0.0192261	-0.0836182
-0.00488281	-0.0869751
-0.0250244	-0.0912476
-0.0469971	-0.0946045
-0.0637817	-0.0970459
-0.0592041	-0.0991821
-0.0366211	-0.100708
-0.0189209	-0.101929
-0.027771	-0.10376
-0.0323486	-0.105591
-0.0158691	-0.105286
0.0445557	-0.102844
0.0616455	-0.0997925
0.0515747	-0.0973511
0.0372314	-0.0946045
0.0350952	-0.0915527
0.00518799	-0.088501
-0.0244141	-0.0857544
-0.0323486	-0.0839233
-0.00854492	-0.0842285
-0.0262451	-0.0860596
-0.0146484	-0.088501
-0.00976563	-0.090332
0.0109863	-0.0918579
-0.0189209	-0.0949097
-0.0125122	-0.0997925
-0.000305176	-0.10437
0.0283813	-0.106812
0.0216675	-0.106812
0.0238037	-0.105591
0.0088501	-0.104065
-0.00213623	-0.101929
-0.0158691	-0.0991821
-0.0234985	-0.0961304
-0.020752	-0.0946045
0.00274658	-0.0942993
0.0308228	-0.0949097
0.0701904	-0.0964355
0.0634766	-0.0985718
0.0210571	-0.101318
-0.0689697	-0.10437
-0.146179	-0.106812
-0.187378	-0.108643
-0.128174	-0.108948
-0.0143433	-0.108948
0.0912476	-0.108643
0.134888	-0.108032
0.135803	-0.107117
0.127563	-0.105591
0.0970459	-0.10376
0.0769043	-0.101929
0.0576782	-0.100403
0.0219727	-0.0997925
-0.0408936	-0.0994873
-0.142517	-0.0970459
-0.158386	-0.0909424
-0.155334	-0.0820923
-0.0827026	-0.0714111
-0.0302124	-0.0604248
0.0256348	-0.0494385
0.0408936	-0.0375366
0.0213623	-0.0247192
0.0360107	-0.0119019
0.0231934	0.000305176
0.0259399	0.0119019
0.0289917	0.0244141
0.0601196	0.0369263
0.0671387	0.0497437
0.0485229	0.0619507
0.0253296	0.0732422
-0.0186157	0.0830078
-0.0268555	0.0915527
-0.0491333	0.0997925
-0.0338745	0.106506
-0.0689697	0.110474
-0.0534058	0.111084
-0.0256348	0.108032
0.00183105	0.101929
0.0125122	0.0924683
0.0143433	0.0796509
0.0552368	0.0646973
0.055542	0.0482178
0.0378418	0.0308228
0.0146484	0.0128174
0.00457764	-0.00640869
-0.017395	-0.0268555
-0.0671387	-0.0473022
-0.0610352	-0.0671387
-0.0454712	-0.085144
-0.0195313	-0.101013
-0.0137329	-0.114746
0.0250244	-0.126343
0.0662231	-0.135803
0.0378418	-0.142822
0.0216675	-0.1474
0.0326538	-0.148621
0.0250244	-0.147095
-0.00305176	-0.143738
-0.0415039	-0.140991
-0.00274658	-0.139771
0.0311279	-0.139465
0.00671387	-0.139465
-0.0189209	-0.140686
-0.0393677	-0.144958
-0.0430298	-0.151672
-0.0448608	-0.161743
-0.03479	-0.174866
0.010376	-0.190125
0.039978	-0.202942
0.0115967	-0.209961
0.00915527	-0.209045
0.00823975	-0.197449
0.0274658	-0.173645
0.00396729	-0.136108
-0.00946045	-0.0820923
0.00366211	-0.010376
0.0247192	0.078125
0.0354004	0.18219
0.00610352	0.300903
-0.00823975	0.428467
-0.000305176	0.557251
0.00274658	0.679321
-0.0106812	0.787659
-0.0341797	0.87677
-0.0448608	0.940247
-0.0262451	0.970459
-0.0292969	0.96344
-0.00915527	0.918274
-0.0106812	0.834961
-0.0146484	0.718384
-0.0106812	0.578613
-0.017395	0.427551
-0.0280762	0.276184
-0.0314331	0.133667
0.0164795	0.00823975
0.0973511	-0.093689
0.127869	-0.167847
0.107727	-0.212708
0.0732422	-0.231323
0.0369263	-0.228882
-0.0549316	-0.212097
-0.122986	-0.188599
-0.0830078	-0.162659
0.0415039	-0.13916
0.121765	-0.122375
0.0582886	-0.114441
-0.098877	-0.114746
-0.20752	-0.120239
-0.213928	-0.127563
-0.119934	-0.135498
0.0790405	-0.142212
0.279236	-0.148315
0.379028	-0.153503
0.335388	-0.157776
0.169067	-0.161743
-0.0799561	-0.163574
-0.345154	-0.162659
-0.549927	-0.159607
-0.583801	-0.15625
-0.432739	-0.152588
-0.190125	-0.149536
0.0680542	-0.145874
0.324097	-0.142822
0.553284	-0.140381
0.682678	-0.13855
0.621033	-0.137329
0.381165	-0.137329
0.0860596	-0.138245
-0.202637	-0.139771
-0.427246	-0.142517
-0.552673	-0.145264
-0.542297	-0.1474
-0.405579	-0.147095
-0.224609	-0.145264
-0.0537109	-0.142517
0.114441	-0.13855
0.27832	-0.134583
0.379333	-0.131836
0.36438	-0.130615
0.267334	-0.130615
0.143127	-0.13031
0.0588989	-0.13031
-0.00854492	-0.13092
-0.0741577	-0.131226
-0.101929	-0.13092
-0.104065	-0.13092
-0.0991821	-0.130615
-0.0991821	-0.1297
-0.101013	-0.127869
-0.0689697	-0.125427
-0.0375366	-0.122986
-0.0198364	-0.120544
-0.000305176	-0.118713
-0.00823975	-0.117188
0.00823975	-0.115967
0.0137329	-0.114746
0.0210571	-0.114441
0.0296021	-0.115051
0.00366211	-0.116272
0.0234985	-0.116272
