L I	L III	L II(Calc.)
-0.0244141	0.0125122	-0.0119019
-0.0238037	0.010376	-0.0134277
-0.0234985	0.0088501	-0.0146484
-0.0231934	0.00732422	-0.0158691
-0.0234985	0.00610352	-0.017395
-0.0247192	0.00579834	-0.0189209
-0.0265503	0.00640869	-0.0201416
-0.0280762	0.00732422	-0.020752
-0.0299072	0.00823975	-0.0216675
-0.0308228	0.0088501	-0.0219727
-0.0302124	0.00915527	-0.0210571
-0.0283813	0.00946045	-0.0189209
-0.0253296	0.0088501	-0.0164795
-0.0219727	0.00793457	-0.0140381
-0.0192261	0.00732422	-0.0119019
-0.0177002	0.00701904	-0.0106812
-0.0170898	0.00701904	-0.0100708
-0.0167847	0.00793457	-0.0088501
-0.0161743	0.0088501	-0.00732422
-0.0146484	0.00946045	-0.00518799
-0.0134277	0.00976563	-0.00366211
-0.0131226	0.0112915	-0.00183105
-0.0140381	0.0143433	0.000305176
-0.0158691	0.017395	0.00152588
-0.0170898	0.0201416	0.00305176
-0.017395	0.0216675	0.00427246
-0.017395	0.022583	0.00518799
-0.0186157	0.0231934	0.00457764
-0.0201416	0.0241089	0.00396729
-0.0213623	0.0241089	0.00274658
-0.022583	0.0241089	0.00152588
-0.022583	0.0231934	0.000610352
-0.0213623	0.0216675	0.000305176
-0.0195313	0.0192261	-0.000305176
-0.0177002	0.0170898	-0.000610352
-0.0161743	0.0152588	-0.000915527
-0.015564	0.0140381	-0.00152588
-0.0152588	0.0131226	-0.00213623
-0.0146484	0.012207	-0.00244141
-0.0146484	0.012207	-0.00244141
-0.0149536	0.0128174	-0.00213623
-0.0158691	0.0143433	-0.00152588
-0.017395	0.015564	-0.00183105
-0.0198364	0.0167847	-0.00305176
-0.0210571	0.0177002	-0.00335693
-0.0198364	0.0177002	-0.00213623
-0.0167847	0.0167847	0
-0.0140381	0.0158691	0.00183105
-0.0131226	0.015564	0.00244141
-0.0134277	0.0161743	0.00274658
-0.0134277	0.017395	0.00396729
-0.0134277	0.0180054	0.00457764
-0.0137329	0.0189209	0.00518799
-0.0152588	0.0198364	0.00457764
-0.0158691	0.0201416	0.00427246
-0.0164795	0.0201416	0.00366211
-0.017395	0.0195313	0.00213623
-0.0189209	0.0192261	0.000305176
-0.0201416	0.0189209	-0.0012207
-0.0201416	0.0186157	-0.00152588
-0.0183105	0.0180054	-0.000305176
-0.0161743	0.017395	0.0012207
-0.0143433	0.0167847	0.00244141
-0.0137329	0.0158691	0.00213623
-0.0146484	0.015564	0.000915527
-0.015564	0.0161743	0.000610352
-0.0161743	0.017395	0.0012207
-0.0164795	0.0195313	0.00305176
-0.0177002	0.0213623	0.00366211
-0.0189209	0.022583	0.00366211
-0.0195313	0.0228882	0.00335693
-0.0192261	0.0222778	0.00305176
-0.0186157	0.0210571	0.00244141
-0.0180054	0.020752	0.00274658
-0.0177002	0.0201416	0.00244141
-0.017395	0.0189209	0.00152588
-0.0164795	0.0170898	0.000610352
-0.0152588	0.0143433	-0.000915527
-0.0149536	0.0115967	-0.00335693
-0.0152588	0.00976563	-0.00549316
-0.015564	0.00946045	-0.00610352
-0.0158691	0.0109863	-0.00488281
-0.0158691	0.0143433	-0.00152588
-0.0164795	0.0210571	0.00457764
-0.0177002	0.0302124	0.0125122
-0.0183105	0.039978	0.0216675
-0.0177002	0.0488281	0.0311279
-0.015564	0.0570679	0.0415039
-0.0131226	0.0650024	0.0518799
-0.0106812	0.0726318	0.0619507
-0.00854492	0.0790405	0.0704956
-0.00610352	0.0830078	0.0769043
-0.00396729	0.0854492	0.0814819
-0.00244141	0.0869751	0.0845337
-0.000915527	0.0881958	0.0872803
0.000915527	0.0906372	0.0915527
0.00183105	0.0949097	0.0967407
0.00152588	0.102844	0.10437
-0.000305176	0.113525	0.11322
-0.00213623	0.126953	0.124817
-0.00488281	0.142517	0.137634
-0.00854492	0.158997	0.150452
-0.0119019	0.174866	0.162964
-0.0152588	0.188599	0.17334
-0.0180054	0.200195	0.18219
-0.0198364	0.209656	0.189819
-0.020752	0.215149	0.194397
-0.0201416	0.214539	0.194397
-0.0189209	0.209351	0.19043
-0.0180054	0.2005	0.182495
-0.0161743	0.189209	0.173035
-0.0140381	0.175781	0.161743
-0.0115967	0.161438	0.149841
-0.0100708	0.146484	0.136414
-0.010376	0.13092	0.120544
-0.0134277	0.114746	0.101318
-0.017395	0.0982666	0.0808716
-0.0216675	0.0820923	0.0604248
-0.0253296	0.0656128	0.0402832
-0.0296021	0.0494385	0.0198364
-0.0350952	0.0335693	-0.00152588
-0.0396729	0.0189209	-0.020752
-0.0421143	0.00549316	-0.0366211
-0.0424194	-0.00640869	-0.0488281
-0.0415039	-0.0164795	-0.0579834
-0.039978	-0.0241089	-0.0640869
-0.0384521	-0.0286865	-0.0671387
-0.0366211	-0.0302124	-0.0668335
-0.0338745	-0.0299072	-0.0637817
-0.0308228	-0.0292969	-0.0601196
-0.0286865	-0.0283813	-0.0570679
-0.027771	-0.0274658	-0.0552368
-0.027771	-0.0271606	-0.0549316
-0.027771	-0.0292969	-0.0570679
-0.0274658	-0.0341797	-0.0616455
-0.0262451	-0.0427246	-0.0689697
-0.0238037	-0.0546265	-0.0784302
-0.0201416	-0.0698853	-0.0900269
-0.0146484	-0.0869751	-0.101624
-0.00793457	-0.103149	-0.111084
-0.000305176	-0.116272	-0.116577
0.00793457	-0.123596	-0.115662
0.0167847	-0.122986	-0.106201
0.0268555	-0.111389	-0.0845337
0.0387573	-0.0872803	-0.0485229
0.0512695	-0.0494385	0.00183105
0.0631714	0.00366211	0.0668335
0.072937	0.072937	0.145874
0.0805664	0.158997	0.239563
0.0869751	0.26062	0.347595
0.0949097	0.371704	0.466614
0.106812	0.481873	0.588684
0.12207	0.583191	0.705261
0.136414	0.671997	0.808411
0.148315	0.743408	0.891724
0.158691	0.7901	0.948792
0.168457	0.803833	0.97229
0.173645	0.782776	0.956421
0.169678	0.72998	0.899658
0.155945	0.649109	0.805054
0.134888	0.545349	0.680237
0.107727	0.426941	0.534668
0.0759888	0.30426	0.380249
0.0421143	0.185852	0.227966
0.00854492	0.0799561	0.088501
-0.0219727	-0.00854492	-0.0305176
-0.0463867	-0.0762939	-0.122681
-0.0622559	-0.12207	-0.184326
-0.0683594	-0.14801	-0.21637
-0.0650024	-0.157471	-0.222473
-0.0549316	-0.155334	-0.210266
-0.0415039	-0.146179	-0.187683
-0.0271606	-0.133667	-0.160828
-0.0143433	-0.12146	-0.135803
-0.00427246	-0.111694	-0.115967
0.00183105	-0.105591	-0.10376
0.00488281	-0.102539	-0.0976563
0.00457764	-0.102234	-0.0976563
0.00183105	-0.10376	-0.101929
-0.00152588	-0.106201	-0.107727
-0.00427246	-0.108948	-0.11322
-0.00671387	-0.111389	-0.118103
-0.00854492	-0.112305	-0.12085
-0.00946045	-0.112305	-0.121765
-0.00915527	-0.111694	-0.12085
-0.00793457	-0.111084	-0.119019
-0.00732422	-0.110474	-0.117798
-0.00762939	-0.109558	-0.117188
-0.00854492	-0.108032	-0.116577
-0.00915527	-0.106812	-0.115967
-0.0088501	-0.106812	-0.115662
-0.0088501	-0.107727	-0.116577
-0.00854492	-0.108643	-0.117188
-0.00854492	-0.109253	-0.117798
-0.00793457	-0.109253	-0.117188
-0.00701904	-0.108948	-0.115967
-0.00610352	-0.108032	-0.114136
-0.00457764	-0.108032	-0.11261
-0.00305176	-0.109253	-0.112305
-0.0012207	-0.110168	-0.111389
0	-0.110474	-0.110474
0.0012207	-0.110474	-0.109253
0.00305176	-0.110474	-0.107422
0.00610352	-0.111694	-0.105591
0.00915527	-0.112915	-0.10376
0.0109863	-0.114441	-0.103455
0.0119019	-0.115356	-0.103455
0.0125122	-0.115662	-0.103149
0.0125122	-0.115662	-0.103149
0.0119019	-0.114441	-0.102539
0.0112915	-0.11261	-0.101318
0.010376	-0.110779	-0.100403
0.0088501	-0.109558	-0.100708
0.00671387	-0.107422	-0.100708
0.00427246	-0.104675	-0.100403
0.00274658	-0.101929	-0.0991821
0.00396729	-0.100403	-0.0964355
0.00671387	-0.100098	-0.0933838
0.00976563	-0.100403	-0.0906372
0.012207	-0.100403	-0.0881958
0.0143433	-0.100098	-0.0857544
0.0170898	-0.100708	-0.0836182
0.0198364	-0.101929	-0.0820923
0.0228882	-0.103149	-0.0802612
0.0250244	-0.104065	-0.0790405
0.0253296	-0.103455	-0.078125
0.0247192	-0.102844	-0.078125
0.0241089	-0.102234	-0.078125
0.0231934	-0.101318	-0.078125
0.0228882	-0.0997925	-0.0769043
0.0234985	-0.0982666	-0.0747681
0.0247192	-0.0964355	-0.0717163
0.0259399	-0.0942993	-0.0683594
0.0274658	-0.0924683	-0.0650024
0.0292969	-0.0921631	-0.0628662
0.0308228	-0.0924683	-0.0616455
0.032959	-0.0927734	-0.0598145
0.0350952	-0.0927734	-0.0576782
0.0375366	-0.0933838	-0.0558472
0.0393677	-0.0942993	-0.0549316
0.0411987	-0.0961304	-0.0549316
0.0427246	-0.0979614	-0.0552368
0.0445557	-0.0997925	-0.0552368
0.0460815	-0.100708	-0.0546265
0.0476074	-0.100098	-0.0524902
0.0491333	-0.0994873	-0.050354
0.0494385	-0.0985718	-0.0491333
0.0488281	-0.0970459	-0.0482178
0.0497437	-0.0949097	-0.045166
0.0515747	-0.0921631	-0.0405884
0.0534058	-0.0900269	-0.0366211
0.0552368	-0.0891113	-0.0338745
0.0570679	-0.0891113	-0.0320435
0.0595093	-0.0894165	-0.0299072
0.062561	-0.090332	-0.027771
0.0671387	-0.0918579	-0.0247192
0.0720215	-0.0949097	-0.0228882
0.0759888	-0.0979614	-0.0219727
0.0787354	-0.100708	-0.0219727
0.0808716	-0.103149	-0.0222778
0.0830078	-0.105286	-0.0222778
0.0842285	-0.107117	-0.0228882
0.0845337	-0.108948	-0.0244141
0.085144	-0.109863	-0.0247192
0.0860596	-0.110779	-0.0247192
0.0875854	-0.111694	-0.0241089
0.0897217	-0.112915	-0.0231934
0.0918579	-0.113525	-0.0216675
0.0939941	-0.112915	-0.0189209
0.0961304	-0.112305	-0.0161743
0.0979614	-0.112	-0.0140381
0.098877	-0.110779	-0.0119019
0.0991821	-0.108643	-0.00946045
0.098877	-0.105286	-0.00640869
0.0976563	-0.101318	-0.00366211
0.0949097	-0.0973511	-0.00244141
0.0912476	-0.093689	-0.00244141
0.0869751	-0.0900269	-0.00305176
0.0823975	-0.0863647	-0.00396729
0.0772095	-0.0820923	-0.00488281
0.0714111	-0.0775146	-0.00610352
0.0653076	-0.0723267	-0.00701904
0.0585938	-0.0662231	-0.00762939
0.0521851	-0.0595093	-0.00732422
0.0457764	-0.0531006	-0.00732422
0.0402832	-0.0466919	-0.00640869
0.0357056	-0.0405884	-0.00488281
0.0314331	-0.0354004	-0.00396729
0.0268555	-0.0314331	-0.00457764
0.022583	-0.0289917	-0.00640869
0.0183105	-0.0271606	-0.0088501
0.0137329	-0.0259399	-0.012207
0.00946045	-0.0253296	-0.0158691
0.00610352	-0.0253296	-0.0192261
0.00244141	-0.0250244	-0.022583
-0.000915527	-0.0253296	-0.0262451
-0.00518799	-0.0253296	-0.0305176
-0.0088501	-0.0247192	-0.0335693
-0.0115967	-0.0234985	-0.0350952
-0.0137329	-0.0213623	-0.0350952
-0.015564	-0.0189209	-0.0344849
-0.0167847	-0.0170898	-0.0338745
-0.0180054	-0.0167847	-0.03479
-0.0195313	-0.0180054	-0.0375366
-0.0213623	-0.0195313	-0.0408936
-0.0241089	-0.0201416	-0.0442505
-0.0265503	-0.0201416	-0.0466919
-0.0280762	-0.0201416	-0.0482178
-0.0283813	-0.0204468	-0.0488281
-0.0280762	-0.0201416	-0.0482178
-0.027771	-0.0192261	-0.0469971
-0.0271606	-0.0177002	-0.0448608
-0.0268555	-0.015564	-0.0424194
-0.0265503	-0.0134277	-0.039978
-0.0250244	-0.012207	-0.0372314
-0.0222778	-0.0109863	-0.0332642
-0.0201416	-0.010376	-0.0305176
-0.0189209	-0.010376	-0.0292969
-0.0192261	-0.0106812	-0.0299072
-0.0195313	-0.0112915	-0.0308228
-0.0198364	-0.012207	-0.0320435
-0.0195313	-0.0131226	-0.0326538
-0.0195313	-0.0137329	-0.0332642
-0.0201416	-0.0137329	-0.0338745
-0.0213623	-0.0131226	-0.0344849
-0.0231934	-0.0115967	-0.03479
-0.0247192	-0.00946045	-0.0341797
-0.0259399	-0.00793457	-0.0338745
-0.0259399	-0.00640869	-0.0323486
-0.0250244	-0.00457764	-0.0296021
-0.0241089	-0.00305176	-0.0271606
-0.0234985	-0.00183105	-0.0253296
-0.0234985	-0.000915527	-0.0244141
-0.0231934	-0.000305176	-0.0234985
-0.022583	0	-0.022583
-0.0213623	-0.000305176	-0.0216675
-0.020752	-0.000610352	-0.0213623
-0.0210571	-0.000610352	-0.0216675
-0.0228882	0	-0.0228882
-0.0259399	0.000915527	-0.0250244
-0.027771	0.00183105	-0.0259399
-0.0289917	0.00335693	-0.0256348
-0.0299072	0.00518799	-0.0247192
-0.0299072	0.00640869	-0.0234985
-0.0296021	0.00671387	-0.0228882
-0.0283813	0.00701904	-0.0213623
-0.0268555	0.00762939	-0.0192261
-0.0244141	0.00762939	-0.0167847
-0.0210571	0.00671387	-0.0143433
-0.0164795	0.00457764	-0.0119019
-0.012207	0.00213623	-0.0100708
-0.00976563	-0.000305176	-0.0100708
-0.0088501	-0.00274658	-0.0115967
-0.00671387	-0.00518799	-0.0119019
-0.00335693	-0.00701904	-0.010376
-0.000610352	-0.00793457	-0.00854492
0.000610352	-0.00762939	-0.00701904
0.0012207	-0.00701904	-0.00579834
0.0012207	-0.00640869	-0.00518799
0.000915527	-0.00549316	-0.00457764
0.000305176	-0.00427246	-0.00396729
-0.000915527	-0.00274658	-0.00366211
-0.00335693	-0.000915527	-0.00427246
-0.00671387	0.00152588	-0.00518799
-0.00915527	0.00335693	-0.00579834
-0.010376	0.00427246	-0.00610352
-0.0112915	0.00457764	-0.00671387
-0.0115967	0.00549316	-0.00610352
-0.0119019	0.00701904	-0.00488281
-0.0128174	0.00946045	-0.00335693
-0.0140381	0.0119019	-0.00213623
-0.0152588	0.0134277	-0.00183105
-0.0164795	0.0149536	-0.00152588
-0.0180054	0.0161743	-0.00183105
-0.0189209	0.0161743	-0.00274658
-0.0192261	0.0152588	-0.00396729
-0.0192261	0.0134277	-0.00579834
-0.0198364	0.0112915	-0.00854492
-0.0201416	0.0088501	-0.0112915
-0.0192261	0.00579834	-0.0134277
-0.0167847	0.00183105	-0.0149536
-0.0131226	-0.00366211	-0.0167847
-0.00976563	-0.0088501	-0.0186157
-0.00732422	-0.012207	-0.0195313
-0.00518799	-0.0146484	-0.0198364
-0.00335693	-0.0161743	-0.0195313
-0.00183105	-0.017395	-0.0192261
0	-0.0186157	-0.0186157
0.00183105	-0.0204468	-0.0186157
0.00366211	-0.0222778	-0.0186157
0.00488281	-0.0231934	-0.0183105
0.00549316	-0.022583	-0.0170898
0.00610352	-0.020752	-0.0146484
0.00671387	-0.0180054	-0.0112915
0.00671387	-0.0143433	-0.00762939
0.00640869	-0.00976563	-0.00335693
0.00579834	-0.00366211	0.00213623
0.00518799	0.00396729	0.00915527
0.00427246	0.0134277	0.0177002
0.00366211	0.0231934	0.0268555
0.00366211	0.0323486	0.0360107
0.00366211	0.039978	0.0436401
0.00427246	0.0460815	0.050354
0.00579834	0.0515747	0.057373
0.00762939	0.057373	0.0650024
0.00946045	0.0634766	0.072937
0.010376	0.0698853	0.0802612
0.0106812	0.0772095	0.0878906
0.010376	0.0863647	0.0967407
0.00854492	0.0982666	0.106812
0.00488281	0.11322	0.118103
0.000610352	0.129395	0.130005
-0.00488281	0.145874	0.140991
-0.0100708	0.161743	0.151672
-0.0131226	0.174866	0.161743
-0.0143433	0.183411	0.169067
-0.0149536	0.187683	0.172729
-0.0146484	0.187073	0.172424
-0.0119019	0.181885	0.169983
-0.00823975	0.17334	0.1651
-0.00427246	0.162354	0.158081
0	0.149231	0.149231
0.00335693	0.135193	0.13855
0.00518799	0.12085	0.126038
0.00549316	0.105896	0.111389
0.00488281	0.0906372	0.09552
0.00305176	0.0756836	0.0787354
-0.000610352	0.0613403	0.06073
-0.00518799	0.0469971	0.0418091
-0.0088501	0.0326538	0.0238037
-0.0112915	0.0177002	0.00640869
-0.0125122	0.00274658	-0.00976563
-0.0125122	-0.0112915	-0.0238037
-0.0115967	-0.0234985	-0.0350952
-0.010376	-0.032959	-0.043335
-0.00915527	-0.0396729	-0.0488281
-0.00823975	-0.0439453	-0.0521851
-0.00671387	-0.0469971	-0.0537109
-0.00549316	-0.0485229	-0.0540161
-0.00518799	-0.0488281	-0.0540161
-0.00579834	-0.0479126	-0.0537109
-0.00640869	-0.0460815	-0.0524902
-0.00640869	-0.0454712	-0.0518799
-0.00488281	-0.0463867	-0.0512695
-0.00244141	-0.0494385	-0.0518799
0.000610352	-0.0549316	-0.0543213
0.00366211	-0.0628662	-0.0592041
0.00671387	-0.0735474	-0.0668335
0.0109863	-0.0860596	-0.0750732
0.0161743	-0.0985718	-0.0823975
0.0216675	-0.108643	-0.0869751
0.027771	-0.114136	-0.0863647
0.0323486	-0.112305	-0.0799561
0.0363159	-0.101624	-0.0653076
0.0418091	-0.0805664	-0.0387573
0.0488281	-0.0473022	0.00152588
0.0564575	-0.000305176	0.0561523
0.0631714	0.0610352	0.124207
0.0692749	0.135803	0.205078
0.0741577	0.223083	0.297241
0.0784302	0.320129	0.39856
0.0836182	0.420532	0.50415
0.0906372	0.516052	0.606689
0.0994873	0.600586	0.700073
0.109253	0.670471	0.779724
0.118408	0.723267	0.841675
0.126953	0.755615	0.882568
0.134888	0.760803	0.895691
0.139465	0.736694	0.87616
0.137024	0.685425	0.822449
0.127869	0.612183	0.740051
0.112	0.521851	0.63385
0.090332	0.420227	0.510559
0.0637817	0.315552	0.379333
0.0344849	0.214539	0.249023
0.00640869	0.12146	0.127869
-0.0186157	0.0405884	0.0219727
-0.0375366	-0.0262451	-0.0637817
-0.0485229	-0.0778198	-0.126343
-0.0515747	-0.113831	-0.165405
-0.0466919	-0.135193	-0.181885
-0.03479	-0.144958	-0.179749
-0.0183105	-0.146484	-0.164795
-0.000610352	-0.142822	-0.143433
0.0149536	-0.136414	-0.12146
0.0259399	-0.128479	-0.102539
0.0320435	-0.120239	-0.0881958
0.0338745	-0.11322	-0.0793457
0.0320435	-0.107422	-0.0753784
0.0271606	-0.103455	-0.0762939
0.0219727	-0.101318	-0.0793457
0.0164795	-0.100708	-0.0842285
0.0109863	-0.100403	-0.0894165
0.00640869	-0.100098	-0.093689
0.00427246	-0.100708	-0.0964355
0.00427246	-0.101318	-0.0970459
0.00549316	-0.101929	-0.0964355
0.00732422	-0.101929	-0.0946045
0.00915527	-0.101318	-0.0921631
0.0109863	-0.100708	-0.0897217
0.0128174	-0.100403	-0.0875854
0.0143433	-0.100403	-0.0860596
0.0167847	-0.101013	-0.0842285
0.0189209	-0.102234	-0.083313
0.0210571	-0.103149	-0.0820923
0.0222778	-0.10376	-0.0814819
0.0231934	-0.103455	-0.0802612
0.0247192	-0.103149	-0.0784302
0.0265503	-0.102539	-0.0759888
0.0280762	-0.101929	-0.0738525
0.0289917	-0.101013	-0.0720215
0.0296021	-0.0994873	-0.0698853
0.0302124	-0.0985718	-0.0683594
0.0311279	-0.098877	-0.067749
0.0320435	-0.0997925	-0.067749
0.0323486	-0.101013	-0.0686646
0.0314331	-0.101929	-0.0704956
0.0299072	-0.103149	-0.0732422
0.0289917	-0.104675	-0.0756836
0.0283813	-0.105896	-0.0775146
0.0274658	-0.106506	-0.0790405
0.0259399	-0.105286	-0.0793457
0.0238037	-0.102234	-0.0784302
0.0231934	-0.0997925	-0.0765991
0.0244141	-0.0991821	-0.0747681
0.0265503	-0.0994873	-0.072937
0.0280762	-0.0994873	-0.0714111
0.0289917	-0.098877	-0.0698853
0.0311279	-0.0985718	-0.0674438
0.0341797	-0.0994873	-0.0653076
0.038147	-0.101624	-0.0634766
0.0418091	-0.104065	-0.0622559
0.0445557	-0.105896	-0.0613403
0.0457764	-0.108032	-0.0622559
0.0466919	-0.110168	-0.0634766
0.0476074	-0.112305	-0.0646973
0.0491333	-0.113525	-0.0643921
0.0506592	-0.114441	-0.0637817
0.0515747	-0.115356	-0.0637817
0.0521851	-0.115662	-0.0634766
0.0537109	-0.116272	-0.062561
0.0564575	-0.117188	-0.06073
0.0592041	-0.118103	-0.0588989
0.0619507	-0.117798	-0.0558472
0.0643921	-0.116577	-0.0521851
0.065918	-0.114746	-0.0488281
0.0665283	-0.11322	-0.0466919
0.067749	-0.11261	-0.0448608
0.0695801	-0.112	-0.0424194
0.0714111	-0.111694	-0.0402832
0.0726318	-0.112	-0.0393677
0.0735474	-0.112305	-0.0387573
0.0741577	-0.11322	-0.0390625
0.0747681	-0.113831	-0.0390625
0.0759888	-0.114441	-0.0384521
0.0778198	-0.115356	-0.0375366
0.0802612	-0.116577	-0.0363159
0.0823975	-0.118408	-0.0360107
0.0839233	-0.120239	-0.0363159
0.0854492	-0.122375	-0.0369263
0.0869751	-0.124817	-0.0378418
0.088501	-0.127869	-0.0393677
0.090332	-0.131531	-0.0411987
0.0918579	-0.135498	-0.0436401
0.0924683	-0.13916	-0.0466919
0.0924683	-0.142212	-0.0497437
0.0921631	-0.144653	-0.0524902
0.0921631	-0.146484	-0.0543213
0.0927734	-0.147095	-0.0543213
0.0921631	-0.146484	-0.0543213
0.0909424	-0.144958	-0.0540161
0.0906372	-0.143738	-0.0531006
0.0912476	-0.142822	-0.0515747
0.0927734	-0.142212	-0.0494385
0.0952148	-0.142212	-0.0469971
0.0982666	-0.143433	-0.045166
0.101013	-0.145874	-0.0448608
0.104065	-0.149231	-0.045166
0.106812	-0.152283	-0.0454712
0.109558	-0.155029	-0.0454712
0.112305	-0.158081	-0.0457764
0.114746	-0.159912	-0.045166
0.116577	-0.161133	-0.0445557
0.117798	-0.161743	-0.0439453
0.117798	-0.161438	-0.0436401
0.116577	-0.159912	-0.043335
0.11322	-0.157166	-0.0439453
0.108948	-0.153503	-0.0445557
0.10498	-0.149536	-0.0445557
0.101013	-0.146484	-0.0454712
0.0973511	-0.143433	-0.0460815
0.0927734	-0.139771	-0.0469971
0.0866699	-0.135193	-0.0485229
0.0793457	-0.130005	-0.0506592
0.0717163	-0.124512	-0.0527954
0.0650024	-0.118713	-0.0537109
0.0588989	-0.112915	-0.0540161
0.0531006	-0.106201	-0.0531006
0.0476074	-0.100098	-0.0524902
0.0408936	-0.0946045	-0.0537109
0.0335693	-0.0897217	-0.0561523
0.0265503	-0.0848389	-0.0582886
0.0198364	-0.0805664	-0.06073
0.0140381	-0.0772095	-0.0631714
0.00854492	-0.0747681	-0.0662231
0.00396729	-0.0738525	-0.0698853
-0.000610352	-0.0738525	-0.0744629
-0.00518799	-0.0735474	-0.0787354
-0.00976563	-0.0732422	-0.0830078
-0.0140381	-0.0726318	-0.0866699
-0.0170898	-0.0732422	-0.090332
-0.0186157	-0.0750732	-0.093689
-0.0192261	-0.0778198	-0.0970459
-0.0195313	-0.0799561	-0.0994873
-0.020752	-0.0808716	-0.101624
-0.0216675	-0.0820923	-0.10376
-0.0213623	-0.0842285	-0.105591
-0.0204468	-0.0857544	-0.106201
-0.0201416	-0.0866699	-0.106812
-0.0198364	-0.0869751	-0.106812
-0.0195313	-0.0866699	-0.106201
-0.0195313	-0.0857544	-0.105286
-0.020752	-0.0839233	-0.104675
-0.0222778	-0.0811768	-0.103455
-0.0234985	-0.0787354	-0.102234
-0.0247192	-0.0765991	-0.101318
-0.0259399	-0.0750732	-0.101013
-0.0274658	-0.0738525	-0.101318
-0.0286865	-0.0735474	-0.102234
-0.0296021	-0.072937	-0.102539
-0.0302124	-0.0726318	-0.102844
-0.0311279	-0.0726318	-0.10376
-0.0317383	-0.0726318	-0.10437
-0.0311279	-0.0726318	-0.10376
-0.0299072	-0.0732422	-0.103149
-0.0296021	-0.0741577	-0.10376
-0.0296021	-0.0756836	-0.105286
-0.0299072	-0.0775146	-0.107422
-0.0299072	-0.0787354	-0.108643
-0.0299072	-0.0793457	-0.109253
-0.0299072	-0.0796509	-0.109558
-0.0308228	-0.0796509	-0.110474
-0.0323486	-0.0793457	-0.111694
-0.0332642	-0.0787354	-0.112
-0.0326538	-0.0784302	-0.111084
-0.0305176	-0.078125	-0.108643
-0.0286865	-0.0775146	-0.106201
-0.0268555	-0.0769043	-0.10376
-0.0253296	-0.0762939	-0.101624
-0.0234985	-0.0765991	-0.100098
-0.0198364	-0.0775146	-0.0973511
-0.0146484	-0.0793457	-0.0939941
-0.00946045	-0.0811768	-0.0906372
-0.00579834	-0.0827026	-0.088501
-0.00396729	-0.0842285	-0.0881958
-0.00305176	-0.0854492	-0.088501
-0.00274658	-0.0860596	-0.0888062
-0.00274658	-0.0860596	-0.0888062
-0.00305176	-0.0857544	-0.0888062
-0.00457764	-0.085144	-0.0897217
-0.00640869	-0.0836182	-0.0900269
-0.00823975	-0.0817871	-0.0900269
-0.010376	-0.0793457	-0.0897217
-0.0128174	-0.0775146	-0.090332
-0.0143433	-0.0762939	-0.0906372
-0.0140381	-0.0753784	-0.0894165
-0.0125122	-0.0738525	-0.0863647
-0.0106812	-0.0720215	-0.0827026
-0.0088501	-0.0701904	-0.0790405
-0.00823975	-0.0686646	-0.0769043
-0.0088501	-0.0671387	-0.0759888
-0.00946045	-0.0656128	-0.0750732
-0.00854492	-0.0643921	-0.072937
-0.00732422	-0.0631714	-0.0704956
-0.00610352	-0.0619507	-0.0680542
-0.00579834	-0.06073	-0.0665283
-0.00610352	-0.0601196	-0.0662231
-0.00762939	-0.0604248	-0.0680542
-0.00946045	-0.0616455	-0.071106
-0.00946045	-0.0640869	-0.0735474
-0.0088501	-0.0662231	-0.0750732
-0.00793457	-0.0683594	-0.0762939
-0.00793457	-0.0698853	-0.0778198
-0.0088501	-0.0704956	-0.0793457
-0.0088501	-0.0708008	-0.0796509
-0.00762939	-0.071106	-0.0787354
-0.00549316	-0.0714111	-0.0769043
-0.00213623	-0.0720215	-0.0741577
0.00152588	-0.0720215	-0.0704956
0.00427246	-0.0717163	-0.0674438
0.00610352	-0.0708008	-0.0646973
0.00671387	-0.0695801	-0.0628662
0.00701904	-0.0692749	-0.0622559
0.00701904	-0.0698853	-0.0628662
0.00671387	-0.0714111	-0.0646973
0.00549316	-0.0726318	-0.0671387
0.00274658	-0.0732422	-0.0704956
-0.0012207	-0.072937	-0.0741577
-0.00457764	-0.0717163	-0.0762939
-0.00610352	-0.0708008	-0.0769043
-0.00701904	-0.0708008	-0.0778198
-0.00793457	-0.0708008	-0.0787354
-0.00976563	-0.0704956	-0.0802612
-0.0125122	-0.0698853	-0.0823975
-0.0143433	-0.0695801	-0.0839233
-0.0152588	-0.0698853	-0.085144
-0.0149536	-0.0708008	-0.0857544
-0.0149536	-0.0717163	-0.0866699
-0.0152588	-0.0723267	-0.0875854
-0.0158691	-0.0732422	-0.0891113
-0.0164795	-0.0738525	-0.090332
-0.0167847	-0.0738525	-0.0906372
-0.0167847	-0.0732422	-0.0900269
-0.0164795	-0.0708008	-0.0872803
-0.0164795	-0.0668335	-0.083313
-0.0170898	-0.0613403	-0.0784302
-0.0183105	-0.0537109	-0.0720215
-0.0186157	-0.0457764	-0.0643921
-0.0177002	-0.0375366	-0.0552368
-0.0164795	-0.0296021	-0.0460815
-0.0146484	-0.0219727	-0.0366211
-0.012207	-0.0149536	-0.0271606
-0.00976563	-0.00854492	-0.0183105
-0.00762939	-0.00274658	-0.010376
-0.00579834	0.00244141	-0.00335693
-0.00366211	0.00823975	0.00457764
-0.0012207	0.0146484	0.0134277
0.000305176	0.022583	0.0228882
0	0.0323486	0.0323486
-0.00183105	0.0442505	0.0424194
