L I	L III	L II(Calc.)
-0.0387573	0.0296021	-0.00915527
-0.0405884	0.0125122	-0.0280762
-0.0430298	-0.00488281	-0.0479126
-0.0439453	-0.0228882	-0.0668335
-0.043335	-0.0415039	-0.0848389
-0.0427246	-0.0588989	-0.101624
-0.0427246	-0.0741577	-0.116882
-0.0415039	-0.0872803	-0.128784
-0.0387573	-0.0985718	-0.137329
-0.0363159	-0.106506	-0.142822
-0.0354004	-0.110474	-0.145874
-0.0363159	-0.111389	-0.147705
-0.038147	-0.110168	-0.148315
-0.039978	-0.108337	-0.148315
-0.0408936	-0.106201	-0.147095
-0.0405884	-0.10498	-0.145569
-0.039978	-0.105591	-0.145569
-0.0384521	-0.109558	-0.14801
-0.0354004	-0.117493	-0.152893
-0.0308228	-0.129395	-0.160217
-0.0253296	-0.144958	-0.170288
-0.0189209	-0.162354	-0.181274
-0.0125122	-0.179749	-0.192261
-0.00610352	-0.193787	-0.19989
0.000610352	-0.202026	-0.201416
0.00671387	-0.202332	-0.195618
0.012207	-0.191956	-0.179749
0.0183105	-0.168152	-0.149841
0.0250244	-0.130005	-0.10498
0.0320435	-0.0762939	-0.0442505
0.0384521	-0.00640869	0.0320435
0.0445557	0.0796509	0.124207
0.0524902	0.180359	0.232849
0.0628662	0.291138	0.354004
0.0769043	0.403442	0.480347
0.093689	0.509033	0.602722
0.110779	0.603943	0.714722
0.126038	0.682983	0.809021
0.13916	0.738831	0.877991
0.150146	0.764465	0.914612
0.15686	0.756531	0.913391
0.155334	0.716858	0.872192
0.143738	0.647888	0.791626
0.123291	0.553894	0.677185
0.0961304	0.441284	0.537415
0.0653076	0.318604	0.383911
0.0335693	0.195313	0.228882
0.00305176	0.0799561	0.0830078
-0.0247192	-0.0198364	-0.0445557
-0.0485229	-0.0991821	-0.147705
-0.0665283	-0.155945	-0.222473
-0.0762939	-0.19104	-0.267334
-0.0778198	-0.20752	-0.285339
-0.0714111	-0.210266	-0.281677
-0.0604248	-0.202942	-0.263367
-0.0479126	-0.190125	-0.238037
-0.0360107	-0.176086	-0.212097
-0.0262451	-0.163269	-0.189514
-0.0186157	-0.153503	-0.172119
-0.0137329	-0.148315	-0.162048
-0.00976563	-0.14801	-0.157776
-0.00579834	-0.151672	-0.157471
-0.00305176	-0.157166	-0.160217
-0.00244141	-0.162659	-0.1651
-0.00488281	-0.166931	-0.171814
-0.00823975	-0.169678	-0.177917
-0.012207	-0.170288	-0.182495
-0.0170898	-0.169067	-0.186157
-0.0231934	-0.16571	-0.188904
-0.0292969	-0.161438	-0.190735
-0.0350952	-0.156555	-0.19165
-0.0396729	-0.151978	-0.19165
-0.0415039	-0.148926	-0.19043
-0.039978	-0.14801	-0.187988
-0.0366211	-0.148315	-0.184937
-0.0320435	-0.148926	-0.180969
-0.0265503	-0.150757	-0.177307
-0.0201416	-0.153198	-0.17334
-0.0140381	-0.155334	-0.169373
-0.00701904	-0.158997	-0.166016
-0.000305176	-0.162964	-0.163269
0.00305176	-0.16571	-0.162659
0.00366211	-0.166931	-0.163269
0.00366211	-0.167847	-0.164185
0.00244141	-0.168762	-0.166321
0.000610352	-0.169373	-0.168762
-0.00305176	-0.169067	-0.172119
-0.00732422	-0.167236	-0.174561
-0.0112915	-0.1651	-0.176392
-0.0134277	-0.163269	-0.176697
-0.0152588	-0.162048	-0.177307
-0.017395	-0.160217	-0.177612
-0.0186157	-0.157776	-0.176392
-0.0180054	-0.15564	-0.173645
-0.0161743	-0.153809	-0.169983
-0.0128174	-0.153503	-0.166321
-0.00854492	-0.154419	-0.162964
-0.00427246	-0.15625	-0.160522
0	-0.158081	-0.158081
0.00396729	-0.160217	-0.15625
0.00701904	-0.162354	-0.155334
0.0100708	-0.16449	-0.154419
0.0119019	-0.16571	-0.153809
0.012207	-0.166016	-0.153809
0.0109863	-0.164795	-0.153809
0.00946045	-0.162048	-0.152588
0.00823975	-0.158691	-0.150452
0.00732422	-0.155029	-0.147705
0.00701904	-0.152283	-0.145264
0.00640869	-0.149231	-0.142822
0.00518799	-0.145874	-0.140686
0.00305176	-0.141602	-0.13855
0.000610352	-0.137329	-0.136719
-0.00152588	-0.132751	-0.134277
-0.00396729	-0.129395	-0.133362
-0.00457764	-0.127869	-0.132446
-0.00396729	-0.127563	-0.131531
-0.00244141	-0.127563	-0.130005
0	-0.128174	-0.128174
0.00335693	-0.13031	-0.126953
0.00793457	-0.133057	-0.125122
0.0134277	-0.137024	-0.123596
0.0189209	-0.140991	-0.12207
0.0238037	-0.144958	-0.121155
0.0283813	-0.148926	-0.120544
0.0317383	-0.151367	-0.119629
0.0338745	-0.152893	-0.119019
0.03479	-0.153198	-0.118408
0.03479	-0.152588	-0.117798
0.0344849	-0.151672	-0.117188
0.0344849	-0.149841	-0.115356
0.0350952	-0.1474	-0.112305
0.0363159	-0.144348	-0.108032
0.0372314	-0.141296	-0.104065
0.0372314	-0.137634	-0.100403
0.0372314	-0.133362	-0.0961304
0.0378418	-0.13031	-0.0924683
0.0396729	-0.128479	-0.0888062
0.0427246	-0.128174	-0.0854492
0.0457764	-0.129089	-0.083313
0.0479126	-0.130615	-0.0827026
0.0500488	-0.132446	-0.0823975
0.0531006	-0.135498	-0.0823975
0.0585938	-0.140991	-0.0823975
0.0650024	-0.147095	-0.0820923
0.0701904	-0.151978	-0.0817871
0.0726318	-0.154419	-0.0817871
0.0735474	-0.155029	-0.0814819
0.072937	-0.154114	-0.0811768
0.0720215	-0.152588	-0.0805664
0.0714111	-0.150452	-0.0790405
0.0701904	-0.1474	-0.0772095
0.0686646	-0.143433	-0.0747681
0.0680542	-0.140076	-0.0720215
0.0686646	-0.137634	-0.0689697
0.0708008	-0.136108	-0.0653076
0.0744629	-0.136108	-0.0616455
0.0799561	-0.137024	-0.0570679
0.0878906	-0.140076	-0.0521851
0.0964355	-0.144348	-0.0479126
0.102844	-0.148315	-0.0454712
0.105286	-0.151367	-0.0460815
0.10498	-0.152893	-0.0479126
0.102234	-0.152893	-0.0506592
0.0970459	-0.151367	-0.0543213
0.0881958	-0.14801	-0.0598145
0.0756836	-0.142212	-0.0665283
0.0616455	-0.134583	-0.072937
0.0473022	-0.126038	-0.0787354
0.0354004	-0.118408	-0.0830078
0.0268555	-0.11322	-0.0863647
0.0210571	-0.109558	-0.088501
0.0164795	-0.106812	-0.090332
0.0137329	-0.104675	-0.0909424
0.0131226	-0.104065	-0.0909424
0.0140381	-0.104675	-0.0906372
0.0140381	-0.106201	-0.0921631
0.0125122	-0.108337	-0.0958252
0.00793457	-0.109253	-0.101318
0.000915527	-0.108948	-0.108032
-0.00732422	-0.106812	-0.114136
-0.0161743	-0.10376	-0.119934
-0.0253296	-0.101013	-0.126343
-0.0338745	-0.0985718	-0.132446
-0.0427246	-0.0967407	-0.139465
-0.0509644	-0.0949097	-0.145874
-0.0576782	-0.0933838	-0.151062
-0.0616455	-0.0933838	-0.155029
-0.0637817	-0.0949097	-0.158691
-0.0650024	-0.0967407	-0.161743
-0.065918	-0.098877	-0.164795
-0.0653076	-0.100403	-0.16571
-0.0631714	-0.101929	-0.1651
-0.0610352	-0.103455	-0.16449
-0.0595093	-0.10437	-0.163879
-0.0585938	-0.10498	-0.163574
-0.0588989	-0.10437	-0.163269
-0.0592041	-0.103455	-0.162659
-0.0582886	-0.10376	-0.162048
-0.0564575	-0.105286	-0.161743
-0.0546265	-0.106812	-0.161438
-0.0534058	-0.108643	-0.162048
-0.0524902	-0.111084	-0.163574
-0.0512695	-0.114136	-0.165405
-0.0497437	-0.116882	-0.166626
-0.0476074	-0.119324	-0.166931
-0.0454712	-0.121765	-0.167236
-0.0439453	-0.123596	-0.167542
-0.0436401	-0.124207	-0.167847
-0.0442505	-0.123596	-0.167847
-0.0448608	-0.122681	-0.167542
-0.0454712	-0.12207	-0.167542
-0.0460815	-0.12146	-0.167542
-0.0473022	-0.12085	-0.168152
-0.0482178	-0.12085	-0.169067
-0.0482178	-0.12085	-0.169067
-0.0473022	-0.121155	-0.168457
-0.0466919	-0.12085	-0.167542
-0.0460815	-0.119324	-0.165405
-0.0454712	-0.118103	-0.163574
-0.0454712	-0.116577	-0.162048
-0.0457764	-0.114746	-0.160522
-0.0454712	-0.11322	-0.158691
-0.0445557	-0.111694	-0.15625
-0.0436401	-0.109863	-0.153503
-0.0427246	-0.107727	-0.150452
-0.0418091	-0.105591	-0.1474
-0.0415039	-0.103149	-0.144653
-0.0415039	-0.101318	-0.142822
-0.0405884	-0.100403	-0.140991
-0.0415039	-0.0991821	-0.140686
-0.0454712	-0.0964355	-0.141907
-0.0497437	-0.093689	-0.143433
-0.0521851	-0.0921631	-0.144348
-0.0527954	-0.0924683	-0.145264
-0.0524902	-0.0939941	-0.146484
-0.0512695	-0.0970459	-0.148315
-0.0491333	-0.100708	-0.149841
-0.0463867	-0.10437	-0.150757
-0.0424194	-0.106812	-0.149231
-0.0378418	-0.108337	-0.146179
-0.0338745	-0.109253	-0.143127
-0.0311279	-0.109253	-0.140381
-0.0305176	-0.107422	-0.137939
-0.0320435	-0.104065	-0.136108
-0.0354004	-0.100708	-0.136108
-0.0387573	-0.0976563	-0.136414
-0.0415039	-0.0949097	-0.136414
-0.0430298	-0.0927734	-0.135803
-0.0445557	-0.0912476	-0.135803
-0.0460815	-0.0906372	-0.136719
-0.0463867	-0.0909424	-0.137329
-0.0457764	-0.0924683	-0.138245
-0.0439453	-0.0946045	-0.13855
-0.0421143	-0.0964355	-0.13855
-0.0402832	-0.0982666	-0.13855
-0.038147	-0.100098	-0.138245
-0.0372314	-0.100708	-0.137939
-0.0375366	-0.0997925	-0.137329
-0.0384521	-0.0985718	-0.137024
-0.0393677	-0.0979614	-0.137329
-0.0402832	-0.0973511	-0.137634
-0.0411987	-0.0964355	-0.137634
-0.0424194	-0.09552	-0.137939
-0.043335	-0.0942993	-0.137634
-0.0439453	-0.0933838	-0.137329
-0.0445557	-0.0927734	-0.137329
-0.045166	-0.0933838	-0.13855
-0.0457764	-0.0946045	-0.140381
-0.045166	-0.0961304	-0.141296
-0.043335	-0.0973511	-0.140686
-0.0411987	-0.0979614	-0.13916
-0.0393677	-0.0976563	-0.137024
-0.0378418	-0.0964355	-0.134277
-0.0350952	-0.0958252	-0.13092
-0.0317383	-0.0967407	-0.128479
-0.0289917	-0.0982666	-0.127258
-0.027771	-0.0991821	-0.126953
-0.027771	-0.0991821	-0.126953
-0.0299072	-0.0979614	-0.127869
-0.032959	-0.0964355	-0.129395
-0.0366211	-0.0946045	-0.131226
-0.0396729	-0.0933838	-0.133057
-0.0411987	-0.0930786	-0.134277
-0.0411987	-0.0939941	-0.135193
-0.0405884	-0.0946045	-0.135193
-0.0405884	-0.093689	-0.134277
-0.0405884	-0.0927734	-0.133362
-0.0396729	-0.0927734	-0.132446
-0.0378418	-0.0942993	-0.132141
-0.0350952	-0.0964355	-0.131531
-0.0323486	-0.098877	-0.131226
-0.0314331	-0.100098	-0.131531
-0.0323486	-0.100098	-0.132446
-0.0344849	-0.0994873	-0.133972
-0.0372314	-0.0982666	-0.135498
-0.0390625	-0.0979614	-0.137024
-0.0393677	-0.0982666	-0.137634
-0.038147	-0.0991821	-0.137329
-0.0363159	-0.0994873	-0.135803
-0.03479	-0.0994873	-0.134277
-0.0332642	-0.100403	-0.133667
-0.0305176	-0.102234	-0.132751
-0.0280762	-0.10437	-0.132446
-0.0265503	-0.105286	-0.131836
-0.0271606	-0.10437	-0.131531
-0.0299072	-0.101929	-0.131836
-0.0332642	-0.0994873	-0.132751
-0.0360107	-0.0982666	-0.134277
-0.038147	-0.0982666	-0.136414
-0.0390625	-0.098877	-0.137939
-0.0390625	-0.0991821	-0.138245
-0.0390625	-0.0997925	-0.138855
-0.0384521	-0.100708	-0.13916
-0.0360107	-0.102234	-0.138245
-0.0314331	-0.10376	-0.135193
-0.0268555	-0.10437	-0.131226
-0.022583	-0.104065	-0.126648
-0.0204468	-0.102234	-0.122681
-0.020752	-0.098877	-0.119629
-0.022583	-0.09552	-0.118103
-0.0256348	-0.0930786	-0.118713
-0.0289917	-0.0921631	-0.121155
-0.0326538	-0.0924683	-0.125122
-0.0366211	-0.0930786	-0.1297
-0.0390625	-0.0949097	-0.133972
-0.039978	-0.0979614	-0.137939
-0.0408936	-0.101624	-0.142517
-0.0408936	-0.105286	-0.146179
-0.0396729	-0.108948	-0.148621
-0.0369263	-0.111694	-0.148621
-0.0354004	-0.11261	-0.14801
-0.0357056	-0.110779	-0.146484
-0.0378418	-0.107422	-0.145264
-0.0415039	-0.102234	-0.143738
-0.0463867	-0.0949097	-0.141296
-0.0509644	-0.0866699	-0.137634
-0.0527954	-0.0793457	-0.132141
-0.0521851	-0.072937	-0.125122
-0.050354	-0.0671387	-0.117493
-0.0488281	-0.0604248	-0.109253
-0.0463867	-0.0531006	-0.0994873
-0.0421143	-0.0473022	-0.0894165
-0.03479	-0.0439453	-0.0787354
-0.0262451	-0.0427246	-0.0689697
-0.0189209	-0.0421143	-0.0610352
-0.0152588	-0.0402832	-0.055542
-0.0143433	-0.0369263	-0.0512695
-0.0149536	-0.032959	-0.0479126
-0.0152588	-0.0280762	-0.043335
-0.0161743	-0.0216675	-0.0378418
-0.0183105	-0.0134277	-0.0317383
-0.0201416	-0.00305176	-0.0231934
-0.022583	0.00946045	-0.0131226
-0.0262451	0.0241089	-0.00213623
-0.0302124	0.039978	0.00976563
-0.032959	0.0552368	0.0222778
-0.03479	0.0692749	0.0344849
-0.0357056	0.0814819	0.0457764
-0.0366211	0.090332	0.0537109
-0.0375366	0.0958252	0.0582886
-0.0387573	0.0973511	0.0585938
-0.0384521	0.0949097	0.0564575
-0.0363159	0.0875854	0.0512695
-0.032959	0.0769043	0.0439453
-0.0299072	0.0634766	0.0335693
-0.0271606	0.0476074	0.0204468
-0.0253296	0.0299072	0.00457764
-0.0241089	0.0112915	-0.0128174
-0.0241089	-0.00732422	-0.0314331
-0.0256348	-0.0250244	-0.0506592
-0.0274658	-0.0427246	-0.0701904
-0.0302124	-0.0604248	-0.0906372
-0.0326538	-0.078125	-0.110779
-0.0344849	-0.0949097	-0.129395
-0.03479	-0.110474	-0.145264
-0.0338745	-0.123596	-0.157471
-0.032959	-0.134583	-0.167542
-0.0335693	-0.141907	-0.175476
-0.03479	-0.146484	-0.181274
-0.0341797	-0.149231	-0.183411
-0.032959	-0.151062	-0.184021
-0.0323486	-0.151062	-0.183411
-0.032959	-0.149841	-0.1828
-0.0350952	-0.1474	-0.182495
-0.0372314	-0.145874	-0.183105
-0.038147	-0.147095	-0.185242
-0.0363159	-0.152588	-0.188904
-0.0320435	-0.162354	-0.194397
-0.0259399	-0.175476	-0.201416
-0.0195313	-0.191345	-0.210876
-0.0134277	-0.208435	-0.221863
-0.00732422	-0.224304	-0.231628
-0.0012207	-0.236206	-0.237427
0.00640869	-0.242615	-0.236206
0.0164795	-0.242004	-0.225525
0.0271606	-0.231018	-0.203857
0.0378418	-0.206299	-0.168457
0.0482178	-0.167542	-0.119324
0.0582886	-0.113831	-0.055542
0.0674438	-0.0439453	0.0234985
0.0753784	0.0427246	0.118103
0.0823975	0.144958	0.227356
0.0891113	0.257874	0.346985
0.0979614	0.371704	0.469666
0.109253	0.479126	0.588379
0.119324	0.576172	0.695496
0.126343	0.658569	0.784912
0.131226	0.719299	0.850525
0.135193	0.748901	0.884094
0.137939	0.742493	0.880432
0.136108	0.702209	0.838318
0.125732	0.631714	0.757446
0.107117	0.535889	0.643005
0.0823975	0.422363	0.504761
0.0546265	0.299683	0.354309
0.0268555	0.174866	0.201721
0.000305176	0.057373	0.0576782
-0.0247192	-0.0442505	-0.0689697
-0.0454712	-0.126038	-0.171509
-0.0579834	-0.186462	-0.244446
-0.06073	-0.226746	-0.287476
-0.0561523	-0.247498	-0.30365
-0.0466919	-0.252075	-0.298767
-0.0332642	-0.245361	-0.278625
-0.0189209	-0.232544	-0.251465
-0.00579834	-0.217285	-0.223083
0.00335693	-0.202332	-0.198975
0.0088501	-0.190735	-0.181885
0.010376	-0.1828	-0.172424
0.00915527	-0.178833	-0.169678
0.00610352	-0.177917	-0.171814
0.00183105	-0.178833	-0.177002
-0.00427246	-0.180359	-0.184631
-0.0100708	-0.18219	-0.192261
-0.0137329	-0.185242	-0.198975
-0.0161743	-0.188904	-0.205078
-0.0186157	-0.19165	-0.210266
-0.0204468	-0.193481	-0.213928
-0.0204468	-0.195007	-0.215454
-0.0186157	-0.196228	-0.214844
-0.0158691	-0.197449	-0.213318
-0.0125122	-0.198975	-0.211487
-0.00946045	-0.2005	-0.209961
-0.00640869	-0.201416	-0.207825
-0.00427246	-0.201416	-0.205688
-0.00274658	-0.201416	-0.204163
-0.00152588	-0.202026	-0.203552
0.000305176	-0.203552	-0.203247
0.0012207	-0.204468	-0.203247
0.0012207	-0.203857	-0.202637
-0.000915527	-0.202026	-0.202942
-0.00457764	-0.19989	-0.204468
-0.00854492	-0.197754	-0.206299
-0.0115967	-0.195007	-0.206604
-0.0125122	-0.192566	-0.205078
-0.012207	-0.190125	-0.202332
-0.0109863	-0.187683	-0.198669
-0.00915527	-0.185547	-0.194702
-0.00671387	-0.184326	-0.19104
-0.00305176	-0.184631	-0.187683
0.0012207	-0.185547	-0.184326
0.00457764	-0.186157	-0.18158
0.00762939	-0.186462	-0.178833
0.0106812	-0.188293	-0.177612
0.012207	-0.19043	-0.178223
0.0112915	-0.19165	-0.180359
0.00915527	-0.191345	-0.18219
0.00640869	-0.189514	-0.183105
0.00396729	-0.187073	-0.183105
0.00152588	-0.184326	-0.1828
0	-0.18219	-0.18219
0	-0.181274	-0.181274
0.000915527	-0.179749	-0.178833
0.00274658	-0.178223	-0.175476
0.00549316	-0.177002	-0.171509
0.00823975	-0.175781	-0.167542
0.0100708	-0.174866	-0.164795
0.0115967	-0.174561	-0.162964
0.0140381	-0.175171	-0.161133
0.0170898	-0.176392	-0.159302
0.0189209	-0.177002	-0.158081
0.0213623	-0.177917	-0.156555
0.0238037	-0.177917	-0.154114
0.0268555	-0.178223	-0.151367
0.0308228	-0.178528	-0.147705
0.0354004	-0.177612	-0.142212
0.0384521	-0.175781	-0.137329
0.039978	-0.17334	-0.133362
0.0390625	-0.170593	-0.131531
0.0384521	-0.167847	-0.129395
0.0387573	-0.16571	-0.126953
0.0396729	-0.163879	-0.124207
0.0402832	-0.162964	-0.122681
0.0408936	-0.163269	-0.122375
0.0411987	-0.163574	-0.122375
0.0411987	-0.16449	-0.123291
0.0411987	-0.165405	-0.124207
0.0408936	-0.166931	-0.126038
0.0402832	-0.167236	-0.126953
0.0402832	-0.167847	-0.127563
0.0415039	-0.168762	-0.127258
0.043335	-0.169983	-0.126648
0.0448608	-0.170898	-0.126038
0.0463867	-0.172119	-0.125732
0.0482178	-0.17334	-0.125122
0.0506592	-0.174255	-0.123596
0.0546265	-0.175476	-0.12085
0.0595093	-0.177002	-0.117493
0.0640869	-0.177917	-0.113831
0.0671387	-0.177307	-0.110168
0.0689697	-0.175476	-0.106506
0.0708008	-0.173645	-0.102844
0.0732422	-0.173035	-0.0997925
0.0772095	-0.173645	-0.0964355
0.0827026	-0.175171	-0.0924683
0.0881958	-0.177307	-0.0891113
0.0930786	-0.178528	-0.0854492
0.0973511	-0.180054	-0.0827026
0.100708	-0.18158	-0.0808716
0.102844	-0.183411	-0.0805664
0.103455	-0.184631	-0.0811768
0.103455	-0.185242	-0.0817871
0.102234	-0.185242	-0.0830078
0.100098	-0.184631	-0.0845337
0.0973511	-0.183716	-0.0863647
0.0961304	-0.1828	-0.0866699
0.0970459	-0.18219	-0.085144
0.0991821	-0.182495	-0.083313
0.102539	-0.183411	-0.0808716
0.106812	-0.184631	-0.0778198
0.111389	-0.185242	-0.0738525
0.114441	-0.184631	-0.0701904
0.114746	-0.182495	-0.067749
0.113525	-0.178833	-0.0653076
0.110474	-0.17395	-0.0634766
0.10437	-0.167236	-0.0628662
0.0970459	-0.158997	-0.0619507
0.088501	-0.150757	-0.0622559
0.0796509	-0.141907	-0.0622559
0.0720215	-0.134277	-0.0622559
0.0650024	-0.127869	-0.0628662
0.0564575	-0.122681	-0.0662231
0.0469971	-0.118103	-0.071106
0.0369263	-0.113831	-0.0769043
0.0256348	-0.109863	-0.0842285
0.0137329	-0.106201	-0.0924683
0.00244141	-0.10437	-0.101929
-0.00610352	-0.105896	-0.112
-0.0125122	-0.109863	-0.122375
-0.0177002	-0.113831	-0.131531
-0.0213623	-0.117798	-0.13916
-0.0228882	-0.12085	-0.143738
-0.0216675	-0.124207	-0.145874
-0.0195313	-0.127258	-0.14679
-0.0164795	-0.130005	-0.146484
-0.0131226	-0.131836	-0.144958
-0.010376	-0.132141	-0.142517
-0.00946045	-0.13092	-0.140381
-0.0109863	-0.128174	-0.13916
-0.0140381	-0.124207	-0.138245
-0.0186157	-0.119629	-0.138245
-0.0234985	-0.115051	-0.13855
-0.027771	-0.112	-0.139771
-0.0308228	-0.110779	-0.141602
-0.0323486	-0.111084	-0.143433
-0.0314331	-0.112305	-0.143738
-0.0289917	-0.114746	-0.143738
-0.0256348	-0.118103	-0.143738
-0.0213623	-0.121155	-0.142517
-0.017395	-0.123596	-0.140991
-0.0143433	-0.125427	-0.139771
-0.0125122	-0.126343	-0.138855
-0.0115967	-0.126343	-0.137939
-0.0106812	-0.126343	-0.137024
-0.00976563	-0.125427	-0.135193
-0.0100708	-0.123901	-0.133972
-0.0112915	-0.123291	-0.134583
-0.0140381	-0.122375	-0.136414
-0.0177002	-0.120239	-0.137939
-0.020752	-0.117798	-0.13855
-0.022583	-0.115967	-0.13855
-0.0238037	-0.115051	-0.138855
-0.0247192	-0.114441	-0.13916
-0.0250244	-0.114136	-0.13916
-0.0244141	-0.114441	-0.138855
-0.0228882	-0.115051	-0.137939
-0.0210571	-0.115051	-0.136108
-0.0192261	-0.114441	-0.133667
-0.0180054	-0.114136	-0.132141
-0.0167847	-0.114746	-0.131531
-0.0149536	-0.116272	-0.131226
-0.0134277	-0.117493	-0.13092
-0.0131226	-0.118408	-0.131531
-0.0149536	-0.117798	-0.132751
-0.0170898	-0.117188	-0.134277
-0.0186157	-0.116577	-0.135193
-0.0201416	-0.115967	-0.136108
-0.0213623	-0.114746	-0.136108
-0.022583	-0.113525	-0.136108
-0.0228882	-0.112	-0.134888
-0.022583	-0.110779	-0.133362
-0.0216675	-0.109253	-0.13092
-0.0195313	-0.108032	-0.127563
-0.0167847	-0.106201	-0.122986
-0.0131226	-0.10498	-0.118103
-0.00854492	-0.10437	-0.112915
-0.00457764	-0.104065	-0.108643
-0.00213623	-0.102844	-0.10498
-0.00213623	-0.101013	-0.103149
-0.00244141	-0.098877	-0.101318
-0.00183105	-0.0982666	-0.100098
0	-0.098877	-0.098877
0.00213623	-0.0994873	-0.0973511
0.00305176	-0.0997925	-0.0967407
0.00274658	-0.100098	-0.0973511
0.00183105	-0.101318	-0.0994873
0.0012207	-0.103149	-0.101929
0.00152588	-0.105286	-0.10376
0.00305176	-0.106812	-0.10376
0.00457764	-0.107422	-0.102844
0.00518799	-0.106506	-0.101318
0.00427246	-0.10437	-0.100098
0.00152588	-0.100708	-0.0991821
-0.00213623	-0.0967407	-0.098877
-0.00457764	-0.093689	-0.0982666
-0.00549316	-0.0924683	-0.0979614
-0.00610352	-0.0915527	-0.0976563
-0.00793457	-0.090332	-0.0982666
-0.00976563	-0.0897217	-0.0994873
-0.0109863	-0.0894165	-0.100403
-0.0112915	-0.0900269	-0.101318
-0.0106812	-0.0915527	-0.102234
-0.00915527	-0.093689	-0.102844
-0.00793457	-0.09552	-0.103455
-0.00610352	-0.0967407	-0.102844
-0.00427246	-0.0976563	-0.101929
-0.00244141	-0.0979614	-0.100403
-0.000915527	-0.0979614	-0.098877
0.000305176	-0.0976563	-0.0973511
0.0012207	-0.0979614	-0.0967407
0.00183105	-0.098877	-0.0970459
0.00152588	-0.0997925	-0.0982666
-0.000305176	-0.0991821	-0.0994873
-0.00305176	-0.0973511	-0.100403
-0.00762939	-0.0942993	-0.101929
-0.0125122	-0.090332	-0.102844
-0.015564	-0.0878906	-0.103455
-0.0161743	-0.0869751	-0.103149
-0.0149536	-0.0869751	-0.101929
-0.0119019	-0.0878906	-0.0997925
-0.00610352	-0.0900269	-0.0961304
0.0012207	-0.0924683	-0.0912476
0.0088501	-0.0952148	-0.0863647
0.0161743	-0.0982666	-0.0820923
0.0228882	-0.101929	-0.0790405
0.0280762	-0.105286	-0.0772095
0.0317383	-0.108032	-0.0762939
0.0335693	-0.109863	-0.0762939
0.0320435	-0.109863	-0.0778198
0.0271606	-0.108643	-0.0814819
0.0198364	-0.106812	-0.0869751
0.012207	-0.10498	-0.0927734
0.00610352	-0.10437	-0.0982666
0.00183105	-0.10437	-0.102539
-0.0012207	-0.104065	-0.105286
-0.00335693	-0.10376	-0.107117
-0.00457764	-0.103149	-0.107727
-0.00488281	-0.102539	-0.107422
-0.00579834	-0.101929	-0.107727
-0.00732422	-0.100708	-0.108032
-0.0088501	-0.0985718	-0.107422
-0.00946045	-0.0970459	-0.106506
-0.00823975	-0.0973511	-0.105591
-0.00610352	-0.098877	-0.10498
-0.00427246	-0.100403	-0.104675
-0.00305176	-0.101929	-0.10498
-0.00244141	-0.103149	-0.105591
-0.00244141	-0.10437	-0.106812
-0.000610352	-0.106201	-0.106812
0.00244141	-0.107727	-0.105286
0.00488281	-0.108643	-0.10376
0.00671387	-0.109558	-0.102844
0.00762939	-0.110474	-0.102844
0.00793457	-0.111084	-0.103149
0.00732422	-0.111389	-0.104065
0.00610352	-0.111389	-0.105286
0.00518799	-0.110779	-0.105591
0.00457764	-0.109863	-0.105286
0.00427246	-0.108643	-0.10437
0.00366211	-0.107117	-0.103455
0.00274658	-0.105591	-0.102844
0.0012207	-0.10376	-0.102539
-0.0012207	-0.101013	-0.102234
-0.00396729	-0.0970459	-0.101013
-0.00671387	-0.0927734	-0.0994873
-0.00762939	-0.090332	-0.0979614
-0.00579834	-0.090332	-0.0961304
-0.00274658	-0.0921631	-0.0949097
0.000915527	-0.0946045	-0.093689
0.00457764	-0.0973511	-0.0927734
0.00823975	-0.0994873	-0.0912476
0.0112915	-0.101624	-0.090332
0.0143433	-0.102539	-0.0881958
0.0177002	-0.102539	-0.0848389
0.0204468	-0.100708	-0.0802612
0.0213623	-0.0958252	-0.0744629
0.0195313	-0.0875854	-0.0680542
0.0161743	-0.0765991	-0.0604248
0.0131226	-0.0653076	-0.0521851
0.0112915	-0.055542	-0.0442505
0.0100708	-0.0469971	-0.0369263
0.00854492	-0.039978	-0.0314331
0.00732422	-0.0332642	-0.0259399
0.00701904	-0.0268555	-0.0198364
0.00732422	-0.020752	-0.0134277
0.00854492	-0.0146484	-0.00610352
0.0106812	-0.00823975	0.00244141
0.0131226	-0.000610352	0.0125122
0.0149536	0.0088501	0.0238037
0.0164795	0.0201416	0.0366211
0.0177002	0.0338745	0.0515747
0.0170898	0.0494385	0.0665283
0.0143433	0.0653076	0.0796509
0.0109863	0.0796509	0.0906372
0.00823975	0.0906372	0.098877
0.00579834	0.0973511	0.103149
0.00366211	0.0997925	0.103455
0.00213623	0.0976563	0.0997925
0.00152588	0.0918579	0.0933838
0.0012207	0.0827026	0.0839233
0.000915527	0.0708008	0.0717163
0.000915527	0.0567627	0.0576782
0.00183105	0.0418091	0.0436401
0.00274658	0.0271606	0.0299072
0.00244141	0.0128174	0.0152588
0.000305176	-0.000305176	0
-0.00305176	-0.0125122	-0.015564
-0.00457764	-0.0253296	-0.0299072
-0.00427246	-0.0390625	-0.043335
-0.00305176	-0.0534058	-0.0564575
0	-0.0683594	-0.0683594
0.00427246	-0.0839233	-0.0796509
0.00976563	-0.098877	-0.0891113
0.015564	-0.11261	-0.0970459
0.0213623	-0.124512	-0.103149
